accept,text 
1, من همه جور هست این گوشی را تست کرد فوق‌العاده زیبا و قوی تو خرید شک نکرد بی‌صبرانه منتظره s view cover ام 
1, اگر بدنه این گوشی آلمینیوم بود بی‌شک بهتر گوشی بود چون به نظر من تنها ایراد بدنه پلاستیک که باعث کرد مقاومت در مقابل ضربه کم کرد و وقت تو دست گرفت احساس یک گوشی تمام عیار را به تو نداد در حال که امکان سخت‌افزاری و کیفیت عالیه 
1, سلام دوستان این چیز که من از این گوشی دید همه چیز معرکس از کیفیت صفحه نمایش گرفت کیفیت دوربین در ضمن تو دست خیلی خوش دست و سبک آن را هست تنها ایراد که تا کرد از او گرفت از جنس بدن هست که آن هم در مقابل این همه مزیت هیچ هست ممنون از سایت فوق‌العاده دی کالا 
1, از کیفیت ساخت بدنه من یک که واقعا نا امید لحاظ کرد ولی از لحاظ نرم‌افزاری عالیه 
1, عالیه من خرید 
1, در یک کلمه عالیه 
1, این گوشی همه چیز عالیه حرف نداشت 
1, بهتر گوشی هست به نظر من 
1, من این گوشی را ١۰ روزه گرفت تو این ١۰ روز واقعا فهمید تقریبا همه قابلیت که سامسونگ تو تبلیغ ایشان را را تاکید کرد واقعی هست و اصلا جنبه تبلیغ نداشت دفترچه را خوب خواند تا فهمید سنسور چطور کرد مثلا تو سایت نوشت آن قابلیت که دست را جلو تکون داد آن مانیتور را روشن کار کرد برای حالت که نتوانست به گوشی دست زد اگر آن و پس گرفت دست و با دیگر جلو تکون دست داد هیچ نکرد کیفیت ساخت که از اچ تی سی و آیفون کم هست ولی دیگر آن قدر هم بد نهست که گفت دوربین عالیه تو اجرا سنگین بازی کم نیاورد و با این سنسور که سامسونگ آن را دروید داده واقعا شگفت شما را زد کرد مانیتور واقعا قشنگ هست و تاچ از فاصله تقریبا ١ سانتی انگشت را تشخیص داد یعنی اگر تو قسمت مسیج یا موزیک یا گالری با حتی یک سانتی انگشت را رفت صفحه فاصله گرفت این را درک کرد تایپ اس‌ام‌اس هم که با این تاچ دیگر عالیه با دستکش کاموا هم تست کرد تاچ کار کرد حتی با سیم شارژر هم تاچ کار کرد هر چقدر هم با او کار کرد یک سری چیز جدید درون پیدا کرد که ممکنه یک کاربر هست دیگر اصلن ندانست این کار را انجام داد اما آن چیز که من را اذیت کرد داغ آن را کرد هست من یک شارژ کامل ١۰۰ تا ۰ را Need for speed most wanted بازی کرد داغ آن را کرد زیاد بود و این من را نگران کرد که نکرد این حالت به دوربین یا بقیه قسمت گوشی آسیب زد راست ١۰۰ تا ۰ شارژ ۴ ۳۰ طول کشت تا تمام کرد 
1, فوق العادست 
1, یک گوشی بزرگ و بد دست اما فوق‌العاده قوی 
1, یک مشکل بزرگ که این گوشی داشت داغ کرد و مصرف باتری خیلی زیاد هست که علت این هست که گوشی به دیپ اسلیپ نرفت و مدام awake هست سامسونگ باید بیشتر روش کار کرد تا نقایص را بهبود بخشید کرنل کاست مثل وان هم فعلا جواب نهست 
1, دوستان داغ کرد این گوشی با update به آخرین Rom فارسی ری کرد حل کرد دیگر داغ نکرد 
1, گوشی واقعاً عالی است 
0, مشکل اساس آن کیفیت نا امید کننده آن هست و مهم کرد شدید آن هست این گوشی مثل گل آس ۲ بود مدل I۹۰۰۵ بهتر بود و کم داغ کرد اما I۹۰۰۵ مخصوص کشور خاص بود که متاسفانه شامل ایران نکرد این طور فکر نکرد که اشکال نداشت داغ کرد شاید شما با این مشکل کنار آمد اما پس از مدت به احتمال داشت مین برد گوشی سوخت و سوخت مین برد گوشی شامل گارانتی نکرد من خودم گوشی wave ۳ داشت و هنگامی که به شارژ وصل بود هم زمان هم بازی کرد و به علت داغ کرد بیش از حد مین برد گوشی سوخت 
1, با عرض ادب و احترام سلام سلام کرد به تمام دست اندر وب دی کالا و تمام کاربر هست گرامی بنده با این ابر گوشی مدت کار کرد و واقعا برای من ثابت کرد سامسونگ ابداع کننده ایده بکر و بسیار هوش در واقع می‌توان گفت هیچ اشکال از این گوشی نمی‌توان گرفت طراح عالی و نرم‌افزاری قدرتمند و آندروید روان و باریک بود گوشی همه و همه این گوشی را به بهتر گوشی تبدیل کرد گرم کرد گوشی پس از کارکرد هست طولانی امر عاد اما مهم از همه این چیز کارا بسیار کاربرد و بی‌نظیر این گوشی ست از خرید این گوشی هیچ پشیمان تمام نکرد بی‌شک بهتر گوشی تا به این تاریخ است موفق بود 
1, به نظر من هم از نظر نرم‌افزاری که عالیه و اول را تو گوشی موجود حرف زد فقط نگران هست از داغ کردن هست ترسید همان بلا که سرS۳من آمد S۴ هم سر آمد آخر آن هم خیلی داغ کرد و یک روز بدون هیچ دلیل خاموش کرد و دیگر روشن نکرد به نظر من داغ کرد گوشی حتما رفت سایر قسمت از جمله IC HDD و دوربین و تاثیر گذارد 
1, سلام به همه دوستان برای اینکه کم داغ کرد گوشی را حس کرد یا حتی اصلا حس نکرد یک قاب محافظ از هر نوع خواست انداخت و توانست از همین دی هم خرید کرد در ضمن در مورد airview حتی از فاصله ۳cm هم توانست این کارا انجام داد کافی هست امتحان کرد این گوشی صفحه درخشان مانند الماس داشت cpu و gpu واقعا پرقدرتی داشت که برای تست آن را کرد باید از بازی HD و سنگین مثل Real Racing ۳ کمک گرفت برای شما مشخص تا کرد با چه گوشی هست پرقدرتی روبرو هست نه اینکه منو را ورق زد باز گفت کاهش سرعت کرد از گوشی ناامید مشاهده کرد بله من هم قبول داشت که یک خورد لگ داشت اما این به دلیل ضعف سخت‌افزاری نهست بلکه یک مشکل نرم‌افزاری کوچیک هست که به‌زودی با دریافت کرد آپدیت جدید از‌سوی سامسونگ این مشکل حل کرد البته بعید دانست برای ایران آپدیت منتشر کرد و ناچارا باید از firmware کشور دیگر استفاده کرد من خودم از firmware کشور هند استفاده کرد و هیچ مشکل پیش نیامد و همچنین لگ‌ها از بین رفت و خیلی کم داغ کرد با تشکر از همه دوستان خفت و مخصوصا دی با سایت بی‌نظیر 
1, سلام خوبی یا مزیت ١ کیفیت بی‌نظیر صفحه نمایش گوشی که بی‌نهایت رفت خرید من تاثیر گذاشت ۲ سنسور کاملا کاربرد و را خیلی آسان کار کرد از جمله ١ حرکت در صفحه اینترنت با حرکت دست یا سر ۲ جا به جا کرد وی به طوری که شما وی را انتخاب کرد با حرکت دست ۳ سنسور حرکت برای بازی ۴ وقت کس به شما اس‌ام‌اس زد آس آن را که خواند اگر خواست به آن زنگ زد کافی هست گوشی را دم گوشت برد تا این به‌راحتی انجام کار کرد ۵ کس به شما زنگ زد فقط دست را جلو گوشی دو بار حرکت داد حالا صحبت کرد به همین ساده ۶ و کار زیاد دیگر ۳ دوربین بی‌نظیر ١۳ پیکسل و فیلم‌برداری فول اچ داد ۴ دوربین دوم بی‌نظیر که از دوربین اصل بعضی گوشی بسیار با کیفیت تره ۵ امکان فراوان ارتباط از جمله ۴G و NFC و بسیار دیگر ۶ یک چیز خیلی جالب که من ندید جای از او گفت کنترل کرد اکثر دستگاه که از کنترل از راه دور معمولی استفاده کرد مثل تلویزیون و DVD و بسیار از لوازم دیگر ۷ تاچ بی‌نظیر ۸ قابلیت لمس شناور که فقط باید دید تا باور کرد ۹ سرعت پردازش بسیار بالا که مثلا من Need For Speed Most Wanted را که روش نصب کرد به روان تمام اجرا کرد ١۰ دو پردازنده ۴ هسته مجزا ۲ گیگابایت رم گرافیک قدرتمند PowerVR توانست این گوشی در در تمام آزمایش سر بلند بیرون آورد و دیگر ١ باطری خوب عمل کرد و برای پردازنده ۸ هسته و صفحه نمایش بزرگ و با کیفیت این گوشی کاملا مناسب است ۲ هدست داخل جعبه بد نهست و کیفیت خوبی ارائه کرد ۳ لوازم جانب با کیفیت هست ۴ کیفیت بدنه کاملا پلاستیک هست ولی در حس خوب آدم دست داد و آن قدر هم که گفت بد نهست ولی با گوشی HTC One اصلا قابل مقایسه نهست ۵ در مورد داغ کرد که امر طبیعی هست باید گفت که قبل از آپدیت کمی داغ کرد و به از آپدیت به حد معمول رسید که تقریبا احساس نکرد ۶ از نظر فارسی سامسونگ همیشه اول بود به طوری که حتی دست خط را هم تشخیص داد ۷ عیب من به جز قیمت و جنس بدنه چیز دیگه را برای آن نقص ندید واقعا حتما این دو مورد را خرید ١ محافظ LCD ۲ قاب ژله من مارک iFace گرفت هم مارک هست و هم زیبا و بسیار با دوام 
1, من این گوشی را خرید از همه لحاظ عالیه 
1, با سلام خدمت همه دوستان و تشکر از سایت دی کالا من این گوشی را خرید خیلی عالیه از همه نظر بی‌نقص حالا خواست درباره این گوشی یک اطلاعاتی دمید تا آن که خواست خرید بیشتر درباره این گوشی دانست ١ داغ کرد گوشی این گوشی داغ کرد ولی نه آن قدر زیاد که آزار دهنده بود این مشکل را کرد با دارا هست حل کرد یک آپدیت که سامسونگ جدیدا ارائه کرد و دوم خرید کاور یا گارد با این کار این مشکل تقریبا رفع کرد ۲ حافظه گوشی در نسخه ١۶ گیگا این گوشی ۹ گیگا فضا آزاد داشت که تقریبا کم هست این مقدار حافظه اشغال‌شده برای آس ۴ کاملا عادی هست با نرو افزار و رابط کاربر و آن توانست به جای نسخه ١۶ گیگا ۳۲ یا ۶۴ گیگا را خرید البته سامسونگ در حال کار رفت نرو افزار هاشه حجم آن را کم کرد با روت کرد گوشی هم کرد حجم آن و بیشتر تا کرد ولی من روت کرد را اصلا پیشنهاد نکرد ۳ بدنه پلاستیک آسیب‌پذیر درست هست این گوشی از پلاستیک هست ولی نه پلاستیک معمولی این پلاستیک در ضربه سنگین صدمه می بینه اما در ضربه نه چندان سخت زیاد صدمه نم بینه اتفاقا به بار از دست افتاد از فاصله حدودا دوم و آسیب زیاد ندید اما برای این مشکل باز هم رفع کرد از کاور یا گارد استفاده کرد که این مشکل را هم کمی حل کرد البته جدیدا یک از آس ۴ آمد به اسم Galaxy S ۴ Active که در برابر ضربه بسیار محکم و قوی هم مقاوم هست و چیز به آن نسخه نکرد همچنین مشکل چسبناک بود گوشی هم با کاور یا گارد باز هم حل کرد در ضمن اگر سامسونگ خواست از آلومین هست ساخت که مشکل زیاد برای آن ایجاد کرد مثلا نتوانست به موقع آن و عرضه کرد مثل HTC One که موقع عرضه کمبود پیدا کرد و عرضه به تاخیر افتاد ۴ Lag پردازنده این مشکل هم آنچنان زیاد نهست و بعضی مواقع به وجود آمد و با ارائه چند آپدیت حل کرد همچنین من هرگز خرید نسخه i۹۵۰۵ را پیشنهاد نکرد چون از نظر سخت‌افزاری ضعیف تره ۵ مات کرد صفحه نمایش من اصلا تو موبایل مات کرد ندید حالا ندانست برای کی اتفاق افتاد ولی از نظر من وجود نداشت بین این گوشی و گوشی دیگر مثل نو دو هم من این گوشی را پیشنهاد داد با تشکر از همه 
1, همه آن را چه خوب هست به جز کیفیت ساخت بدنه واقعا تو ساخت بدنه خیلی کم‌لطفی کرد سامسونگ 
0, اگرچه از هر به جز جنس بدنه از گوشی قدرتمند چون HTC One و Sony Z و LG Optimus G Pro یک سر وگر بالا هست ولی هنوز فاصله لحاظ داشت تا رسید به iPhone ۵ داشت مخصوصا در سرعت پردازش گرافیک با کمی دقت به هنگام کار کرد با دو گوشی توانست به تفاوت پی برد 
1, با سلام خدمت دوستان تقریبا یک هفته کرد که گوشی را خرید از هر لحاظ فوق العادست تا حالا هر بازی که روش نصب کرد اجرا کرد بازی مثل modern combat ۴ asphalt ۷ nfs mw و و اصلا هم داغ نکرد باتری هم که بعضی از دوستان گفت زاد تمام کرد باید گفت ۵ ساعت به طور مداوم بازی کرد و ١۰ از باتری هم ماند تماشا فیلم هم با صفحه نمایش ۵ اینچ و تراکم پیکسل ۴۴١ ppi هم که دیگر جای برای بحث باقی نگذارد دوربین گوشی هم جزو کاندیدا بهتر دوربین ۲۰١۳ آن را هست وجود سنسور متعدد و برنامه که از قبل رفت گوشی وجود داشت مانند Watch ON که برای کنترل تلویزیون و dvd player و استفاده کرد خیلی کاربرد امیدوار توانست برای کمک خرید کرد موفق بود 
1, من گوشی دیروز خرید از همه آن را چه راضی ولی این که کرد داغ نکرد از او استفاده کرد ندانست برای اینکه تازه گوشی چند‌هسته‌ای گرفت یا طبیعی هست 
0, عیب Galaxy S۴ داغ کرد بالا کیفیت پایین ساخت مات کرد صفحه احساس امنیت پایین در دست نگه داشت آن لگ زد هنگام سوییچ بین پردازنده 
1, کیفیت فوق‌العاده بالا صفحه نمایش و سخت افزار بی‌رقیب 
1, فقط توانست گفت فوق‌العاده است از همه خوب هست فقط یک مشکل بزرگ نظر داشت آن هم داغ کرد گوشی هست اگر این مشکل بزرگ برای شما نهست در خرید شک نکرد 
1, گوشی قوی و بسیار قشنگ و کارآمد است 
1, من این گوشی را از دی کالا گرفت خیلی عالیه 
1, این گوشی را حد دو هفته است که گرفت از نظر با گل ۳ تفاوت کرد گفت که واقعا باور نکردن چه از نظر صفحه نمایش و چه از نظر امکان خاص خود البته ناگفته نبود که سخت افزار بسیار قوی و پر سرعت داشت تنها عیب هم که هم که همه دانست جنس آن را داد هست که با یک محافظ رفع کرد در کل گوشی بسیار خوبی اما باید باور داشت که تمام امکان این گوشی به صورت روزمره استفاده نکرد و حتی خیلی از امکان تنها در جاه محدود قابل استفاده است 
1, اسلام خدمت کارکن هست دی کالا من یک هفته است که این گوشی را خرید از همه نظر فوق‌العاده است فقط باید آن را آپدیت کرد تام داغ آن را کرد برطرف کرد 
1, من سه روزه که خرید واقعا عالی کیفیت صفحه رقیب نداشت و سرعت عالیه و طراح حرف نداشت فقط وقت که از او کار سنگین در ۳ ۴ ساعت کشت کمی داغ کرد که به نظر من اصلا مهم نهست فقط توانست گفت عالیه و رقیب نداشت از من شنید خرید 
1, یک سوپر اسم فون فوق‌العاده ولی کاش کیفیت ساخت بهتر بود در مورد داغ کرد GS۴ هم باید گفت که به‌زودی سامسونگ آپدیت برای آن آرایه کرد که این مشکل را تا حد زیاد برطرف کرد و همچنین عمر باطری و لگهایی که در بعضی موقع پیش‌می‌آید را رفع کرد در حال حاضر اگر مشکل داغ کرد پیش آمد دوستان توانست با استفاده از Flip Cover یا S view Cover تا حد نسبتا زیاد آن را حل کرد ولی حتما منتظر آپدیت سامسونگ بود 
1, واقعا گوشی خوبی هست من که از او راضی مخصوصا از باطری 
1, واقعا بی‌نظیر تا با او نکرد متوجه کار نکرد که با بهتر اسم فون اندروید جهان طرف هست واقعا بی‌نظیر 
1, واقعا عالیه مشکل کرد هم با آپدیت نرم‌افزاری بر طرف داغ کرد 
1, بهتر گوشی اندروید موجود در بازار 
1, لذت بخش و زیبا 
1, سلام همه دوستان امروز این گوشی را از دی کالا خرید واقعا مجذوب خدمت کرد این مدل با مدل قبل خیلی فرق کرد باور کرد که این گوشی بدون شک بهتر ماند همه چیز عالیه حرف نداشت مضاعف بر اینکه بسیار راحت و روان هست و واقعا کار با این گوشی به آدم چسبید یا 
1, دوستان عزیز سامسونگ یک آپدیت رسمی واسش داده بیرون که من که واقعا شگفت زد چون دیگر تو کار ساده مثل مرورگر و تماشا فیلم داغ نکرد تو Application Manager هم یک گزینه داشت که توانست برنامه هار را ریخت تو آس داد کارت اینطوری مشکل حافظه هم حل کرد راست مشکل لگ زد موقع سوییچ بین هسته هم حل‌شده و گوشی در کل سرعت بهتر پیدا کرد بازی گنگستر وگاس را هم که بالا گرافیک را به‌راحتی روش اجرا کرد 
1, من این گوشی را ۲ هفت که خرید از همه نظر عالیه مورد داغ کرد باید سلام گفت در قاب اصل پشت گوشی در پشت نوشته سامسونگ هی سینک وجود داشت و با کمی دقت توانست آن را دید که تمام گرما داخل را به بیرون انتقال داد به همین دلیل گرما زیاد احساس کرد و در مورد مات کرد صفحه نمایش من وقت که گوشی را خرید این مشکل را داشت تا دیشب که دید سافتور آپدیت خطا آپدیت داد و حدود۳۷۰مگ بود که نکرد دانلود کرد و با سایفن دانلود کرد و مشکل مات کرد حل کرد بقیه چیز هم بدون مشکل و عالی کار من از خرید خیلی راضی 
0, به نظر نو ۲ خیلی مناسبت 
1, تاچ عالی باتری خوب دوربین عالی پشتیبان عالی جنس بدنه از نزدیک خیلی بهتر از آنی هست که فکر کرد یکم لگ داشت که با آپدیت برطرف کرد تا ۸۰ 
1, من این گوشی را ۳ روزه که خرید مدل i۹۵۰۰ تنها عیب توانست گرفت این هست که گوشی در استفاده سنگین داغ کرد که امید وا رفت سامسونگ با آپدیت جدید این مشکل را حل کرد با تشکر از دی کالا 
1, من یک هفته است آن را داشت هیچ مشکل نداشت عالی عالیه برای داغ کرد هم من تا حالا چیز حس نکرد البته روز اول که گرفت ۳۷۰ نگایید آپدیت دانلود کرد نفهمید مربوط به چه بود تو خرید شک نکرد 
1, گوشی هست خوبی هست اما سامسونگ باز از پلاستیک استفاده کرد و یک ایراد بزرگ هم زاد داغ کرد گوشی هست 
1, با سلام خدمت همه سامسونگ چند روز یک آپدیت برای S۴ داده بیرون گوشی خیلی فرق کرد ١ گوشی خیلی کم داغ کرد که از قبل هم من با او مشکل نداشت ۲ خیلی روان کرد در کار با من را و تنظیم گوشی ۳ بازی را با گرافیک بهتر اجرا کرد فکر کرد رندر گرافیک بالا رفت ۴ هیچ باگ یا له هم تا الان که چند روزه با او کار کرد ندید ۵ حجم آپدیت ۳۷۰mb هست حتما کرد با خود گوشی 
1, من این گوشی را دیروز از digikala گرفت به نظر دوربین خوب فوکوس دانلود نکرد یکم داغ کرد باتری هست خیلی زاد تمام کرد به نظر غیر این مشکل دیگه نداشت 
1, من خرید عالیه 
1, گوشی بسیار عالی هست خصوص صفحه نمایش نظیر از لحاظ کیفیت تصویر و رنگ هم سرعت پردازش اما به نظر من هرچقدر هم سرعت را افزایش داد چون سیستم عامل اندروید هست محدودیت داشت و از همه توان نتوانست استفاده کرد 
1, در یک کلام بی‌نظیر 
1, سلام دوستان گوشی s۴ نظر من یک گوشی خیلی جالب و پر امکان آن را هست هرچند از دید خیلی از صاحب نظر هست دارا یک بدنه پلاستیک هست که با به دیگر رقیب یک ضعف محسوب کرد ولی از نظر نرم‌افزاری و خدمت که سامسونگ داد بی‌شک یک از بهتر هست 
1, از خرید پشیمون ارائه نکرد واقعا بهتر گوشی بازار تو خرید شک نکرد 
1, گوشی خوب ولی سامسونگ کاش از بدنه فلز استفاده کرد تا محکم بود 
1, سلام خدمت دوست گل اول باید از سایت بسیار خوب و پرمحتوا دی کالا تشکر کرد که واقعا به جرات گفت یک از بهتر و منصف سایت در زمینه قیمت و علی‌الخصوص نقد بی‌غرضانه هست و اما رفت سراغ اصل مطلب آس ۴ واقعا خیلی گوشی هست خوب هست از همه نظر واقعا صفحه با کیفیت داشت این گوشی همه نیاز و توقع هر مشکل پسندید را برآورده کرد منجم برنامه کاربرد سنسور لذب بخش دوربین بسیار با کیفیت که این را به جرات گفت تا حالا هیچ دوربین با این امکان و کیفیت را ندید صدا بسیار خوب ولی نه عالی دست 
1, من وقت اولین بار با سامسونگ گل ۴ کرد واقعا سرعت دستگاه من را حیرت زد کرد صفحه نمایش واقعا با کیفیت حرف کار نداشت کلا این گوشی از سامسونگ وقت با او کار کرد داشت فردا رفت آن را خرید بدنه گوشی مشکل دوست نداشت جنس پلاستیک خوب هست 
1, این گوشی واقعا گوشی عالی هست به قول کرد گفت که بهتر در حال حاضر 
1, سلام به همه بالاخره خرید از ظاهر زیاد فرق با آس ۳ نظر نداشت من که چهار روزه آن را داشت تست کرد ایراد یا کاهش سرعت یا کرد زیاد ندید واقعا گوشی محشر 
1, گوشی عالیه ولی با آپدیت نرم‌افزاری من که عاشق صفحه داغ کرد 
1, ای کاش سامسونگ جنس بدنه را برای مدل بعد عوض کرد 
1, گوشی خیلی خوبی هست 
0, اگر خواست قیمت هم در نظر داشت فکر کرد galaxy note II بهتر بود 
1, من با همه نوع گوشی کار کرد و تازگی هم یک galaxy s۴ خرید ولی از هر کی که خواست گوشی خرید خواهش کرد که به جنس بدنه گوشی دقت کرد از این لحاظ من htc one را بیشتر دوست داشت با این حال به جز این عیب s۴ همه چیز فوق العادست 
0, خوب هست اما من خود نو ۲ را بیشتر دوست داشت 
1, گوشی خوب آن را هست پیشنهاد کرد حتما خرید 
1, کاش کیفیت آن را داد خوب بود 
1, از همه نظر عالیه فقط بدنه خیلی ضعیف کارشده و ممکنه در اثر افتاد به‌راحتی ضربه دید 
1, من اول ١ ماه با او کار کرد واقعا عالی بود و طاقت نیاورد تا اینکه امروز خرید واقعا یک گوشی کامل من که از او راضی و به خودم بهتر انتخاب را نظر داشت با تشکر از دی کالا 
1, اول خواست از دی تشکر کرد خوب گل آس ۴ خیلی گوشی خوبی هست از همه نظر فقط کافی هست یک آن را تو دست گرفت وبا کارکن آن وقت کرد شیفته باور کرد 
1, واقعا محشر هست درست هست آن را داد یک خورد ضعیفه ولی واقعا امکان حرف نداشت 
0, نو ۲ به صرفه تره 
0, از نظر ظاهر گوشی سامسونگ همه شبیه هما من دیگر از این خسته طراحی کرد 
0, من شک داشت که اس۴بگیرم یا نو ۲ ولی فکر کرد نو ۲ هم به صرفه تره هم با این گوشی اینترنت رفت راحت و لذت بخش تره 
1, واقعا گوشی هست معرکه آن را هست من که داشت یک دوست داشت 
0, شکنندگی بدنه تهدید بزرگ این گوشی گران است برای من این اتفاق افتاد فقط یک لحظه در جیب من بود و ال‌سی‌دی آن شکست و حالا ماند رفت ما 
1, گوشی خوبی هست ولی آن را دست داد خیلی ضعیفه 
1, من خرید عالیه حرف نداشت درضمن باید گفت بدنه فقط وقت با او زیاد کار کرد کمی داغ کرد اگر هم آپدیت کرد دیگر هیچ مشکل نداشت از هر گوشی دروید بازار هم بهتر هست اگر برای آن یک کیف یا محافظ گرفت اگر زمین خورد حتی یک خش هم نم داشت 
1, واقعا گوشی هست خوبی هست من ١ ماه آن را داشت حرف نداشت ولی کیفیت تصویر به آیفون ۵ نرسید ولی باقی چیز خیلی بالا هست 
1, شاهکار هست 
1, گوشی خیلی خوبی هست همه چیز عالیه اگر کیفیت ساخت هم خوب بود دیگر نکرد روش قیمت گذاشت 
1, گل آس ۴ به معنی واقعی یک گوشی کامل هست فقط به این نکته توجه کرد که در مقابل برتر زیاد که نسبت به آیفون ۵ داشت فقط و فقط کیفیت ساخت بدنه از آن پائین تره اما برعکس آیفون یک گوشی بدون هیچ محدودیت را تو دست گرفت 
0, نسبت به قیمت یک تبلت گرفت خیلی بهتر هست 
1, من ٢ هفته‌ای هست که خرید تو این دو هفته مشکل نداشت و از همه لحاظ فوق العادس فقط شارژ خیلی سریع خالی کرد با این که نور صفحه را خیلی کم کرد و از نرو افزار کنترل و مدیریت باتری هم استفاده کرد 
1, من و داداش این گوشی را خریداری کرد من فقط نقطه ضعف را در باطری دید که خیلی ضعیف است و برید واقعا در هنگام بازی داغ کرد و انگشتان آدم را به سوزش آورد ولی نقطه قوت بسیار داشت کیفیت دوربین و صفحه نمایش وحسگرهای بی‌نظیر و حسگر شناور یعنی بدون لمس کرد تا دو سانتی کار کرد و با حرکت چشید و گردن توانست صفحه وب را جا جا کرد و نرفت افزار ۴ ۲ ۲ قدرتمند در آمد 
1, سلام من الان یک ماه در مورد این گوشی تحقیق کرد چون کاملا طبیعی هست وقت خواست آن قدر پول بدهی در مورد دانست این گوشی عالیه و مشخصا نرم‌افزاری مثل ای را هیچ گوشی هست دیگه نداشت ولی حقیقتا مشکل داغ کرد آدم را به شک می اندازه وقت گوشی تا چهل و چند درجه داغ کرد پس شاید این حرارت توانست به سخت افزار داخل هم آسیب رساند از‌طرفی خیلی این گوشی را خرید تا چند سال داشت آن را بود ولی یک سوال آیا پلاستیک چند سال دوام آورد حالا مشکل بدنه ضعیف که با گارد قابل حل کرد هست ولی کاش سامسونگ ابدیت داد تا مشکل داغ آن را کرد را کلا حل کرد 
1, من یک هفته‌ای کرد خرید در یک کلام بهتر گوشی اندرو در خرید شک نکرد 
0, با این قیمت که داشت آیفون ۵ گزینه بهتر بود 
1, گوشی جالب و با کارا زیاده 
1, خوب هست حتماً خرید 
1, بی‌نظیر حتی بعد از ورود LG G۲ به بازار 
1, دوستان زمان که گل آس ۲ به بازار آمد دقیقا همین بحث داغ بیش از حد گوشی را جزو ایراد گوشی حساب کرد اما وقت من گوشی را خرید اینقدر کارا و قوی بود که واقعا تنها چیز که حس نکرد داغ گوشی بود گل آس ۴ فقط صفحه نمایش دلیل کافی برای خرید هست تماشا فیلم مرور صفحه وب بازی واقعا لذت بخش هست پردازشگر این گوشی نسبت به سنگین فرامین شما به خوب کرد داغ کرد قابل توجه‌ هست اما به هیچ عنوان نگران کننده نهست و با آپدیت جدید فقط در هنگام بازی سنگین قسمت بالا گوشی داغ کرد که در طولانی مدت هم عملکرد گوشی دچار هیچ نزول نکرد ارزش خرید را داشت 
1, من مدل i۹۵۰۵ را گرفت واقعا عالیه نه به آن صورت کرد هنگ داغ نکرد یک آپدیت هم برای آن آمد که حسگر بدون لمس را خیلی بهتر کرد تنها ایراد زاد کرد هست باطری هست که با خاموش کرد هست حسگر تمام کرد بیشتر از باطری استفاده کرد 
1, دوستان من ۲ ماه سلام کرد گوشی را خرید واقعا عالیه 
1, به نظر من خیلی گوشی خوبی هست 
1, عالى شک نکرد 
1, s۴ عالیه مخصوصا نرفت افزار جدید 
0, بیش از حد داغ کرد و این داغ بسیار آزار دهنده است من خرید خیلی پشیمون 
1, galaxy s۴ بی‌تردید بهتر 
1, واقعا عالیه من که از او راضی ارزش خرید را داشت 
1, سخت افزار قدرتمند 
1, شاهکار سامسونگ هست حتما خرید از هر عالیه 
1, دوستان اگر خواست باتری قدرتمند نظر داشت و مشکل داغ نداشت حتما مدل i۹۵۰۵ را هم مد نظر داشت من ١ ماهه گرفت این گوشی عالیه 
0, با این که ۲ بار هم حالا آپدیت تا کرد ولی همچنان بیش از حد داغ کرد و از خرید پشیمون 
1, کاربرد فراوان داشت 
1, ارزش خرید داشت اما با ورود note۳ دیگر نمی‌توان به گوشی دیگر فکر کرد 
1, گوشی خیلی خوبی هست فقط اگر مشکل داغ کرد را نداشت و باتری هست زاد تمام نکرد حتما خرید 
1, خیلی عالیه مخصوصا این قیمت 
1, بی‌نظیر هر خواست خرید شک نکرد جنس آن را داد هم خیلی بد نهست با یک کاور گران قیمت و زیبا حل هست 
0, خواهش کرد جناب طه اگر گزینه شما مارک سامسونگ است گالکسی گر هست ۲ از گالکسی نگایید بهتر هست و خیلی بهتر از آن با مقدار هزینه بیشتر گالکسی نو ۳ ۷۵۰۲ دو سیم کارت است هر سه دو سیم کارت هست اما کیفیت و سرعت و سی یا و رم و باطری و صفحه نمایش نو ۳ ۷۵۰۲ نحو چشمگیر و محسوس از مگا و گر هست ۲ بالا هست و ضمنا صفحه LCD نو ۳ ۷۵۰۲ گوریل گلس ۳ است تکنولوژی ضد خش صفحه نمایش و همچنین نو ۳ از otg وصل فلش مموری به گوشی از طریق پورت شارژ باطری بهره پی برد 
0, با کمی هزینه بیشتر برد اکس زد خرید خیلی بهتر هست 
1, سل دوستان من از اینکه موبایل سامسونگ نگایید ۵ ۸ اینج خرید خیلی هم راضی هست صفحه بزرگ و که داشت خیلی خوب هست لطفا شما هم بخرییدپشیمون نکرد 
1, من هم قبلا سونی SP داشت از او زاد خسته کرد ولی این گوشی عالی کمی بزرگ است ولی رویه رفت سرعت خوب عکس مناسب و عملکرد و رابط کاربر خوب 
1, ۴ ماهه که این گوشی را داشت هیچ چیز درون این گوشی شما را اذیت نکرد بلکه امکان و کارا این گوشی شما را شگفت زد هم کرد کس که از عمر باطری شاکی هست توصیه کرد باتری دکتر را نصب کرد الان ١ هفته است که نصب کرد عمر باتری ١ ۵ برابر کرد 
